WKT,nama,deskripsi
"POLYGON ((106.776018 -6.3598535, 106.7685578 -6.357532, 106.7610047 -6.3568496, 106.7472718 -6.3629914, 106.7406557 -6.3712839, 106.7399691 -6.3764019, 106.7437456 -6.3833964, 106.7463205 -6.3891967, 106.7432306 -6.3965322, 106.7396257 -6.4052324, 106.7391108 -6.4122265, 106.7353342 -6.4187088, 106.7343042 -6.4328672, 106.7380808 -6.4393492, 106.742029 -6.4402021, 106.7555903 -6.4355965, 106.7636583 -6.4311614, 106.7722414 -6.4255322, 106.7791079 -6.4236557, 106.7924975 -6.4221205, 106.7993639 -6.4219499, 106.805887 -6.4229734, 106.8151568 -6.4250204, 106.8199633 -6.4306496, 106.8239115 -6.4393492, 106.8309496 -6.4396904, 106.838846 -6.4471957, 106.8476008 -6.4483898, 106.8568705 -6.4461723, 106.8685434 -6.4461723, 106.8754099 -6.4432725, 106.882448 -6.4528247, 106.8884562 -6.4361082, 106.8850229 -6.431332, 106.8726633 -6.435767, 106.8656252 -6.4379846, 106.860647 -6.4323554, 106.8642519 -6.423144, 106.8752382 -6.4071089, 106.8790148 -6.3977264, 106.8750666 -6.3888555, 106.8716333 -6.3798139, 106.8639086 -6.3770843, 106.8579004 -6.3569532, 106.8554972 -6.3470579, 106.8307779 -6.3429633, 106.8240831 -6.34484, 106.8105219 -6.3422809, 106.8003939 -6.3475698, 106.7892359 -6.3497877, 106.784086 -6.3550765, 106.776018 -6.3598535))",Depok,
