WKT,nama,deskripsi
"POLYGON ((110.0320585 -7.8710845, 110.0375517 -7.9037317, 110.1254423 -7.9526977, 110.232559 -7.9880583, 110.350662 -8.0451729, 110.4248197 -8.1240321, 110.5484159 -8.1321891, 110.6610258 -8.1892833, 110.8340605 -8.1756901, 110.8148344 -8.1512214, 110.7928617 -8.1512214, 110.7818754 -8.1022794, 110.7571562 -8.0261356, 110.7681425 -7.9554178, 110.7818754 -7.8710845, 110.7599027 -7.8030613, 110.6829984 -7.797619, 110.6280668 -7.8030613, 110.5566557 -7.797619, 110.5099638 -7.7731276, 110.4797514 -7.6805917, 110.4358061 -7.5471958, 110.3616484 -7.6207048, 110.3039701 -7.6778698, 110.2627714 -7.6588156, 110.2160795 -7.6397607, 110.1254423 -7.6560936, 110.1391752 -7.7159755, 110.1007231 -7.7840129, 110.0512846 -7.8411557, 110.0320585 -7.8710845))",DIY Yogyakarta
,
