WKT,nama,deskripsi
"POLYGON ((110.0186018 -7.8961639, 110.0803999 -7.9206481, 110.1518111 -7.9492111, 110.2122359 -7.987292, 110.2726607 -8.0172102, 110.3440718 -8.028089, 110.3632979 -8.0607236, 110.3742842 -8.0716013, 110.3893904 -8.0716013, 110.4072432 -8.0783996, 110.4237227 -8.0865575, 110.4333357 -8.0987941, 110.4456954 -8.1001537, 110.4608016 -8.1083111, 110.4827742 -8.1096707, 110.5047469 -8.1219065, 110.5239729 -8.131423, 110.5486922 -8.131423, 110.5747847 -8.1355015, 110.5843977 -8.1463771, 110.6008772 -8.1436582, 110.6956343 -8.1885173, 110.7093672 -8.1844394, 110.7079939 -8.2007507, 110.736833 -8.1925951, 110.7546858 -8.1993915, 110.7862715 -8.1925951, 110.7986311 -8.1953137, 110.8343367 -8.20211, 110.83571 -8.1776428, 110.8192305 -8.1586118, 110.8151106 -8.1450176, 110.7958846 -8.1640493, 110.7835249 -8.1422988, 110.7945113 -8.1164684, 110.7848982 -8.0974345, 110.7752852 -8.0675222, 110.7670454 -8.053925, 110.7574324 -8.0321684, 110.7588057 -8.0049712, 110.7642989 -7.9900119, 110.769792 -7.9777721, 110.7711653 -7.9356099, 110.769792 -7.9097664, 110.7752852 -7.8934434, 110.7794051 -7.8798404, 110.7958846 -7.8689576, 110.7848982 -7.8539934, 110.7848982 -7.8322263, 110.7848982 -7.8172607, 110.769792 -7.8090975, 110.760179 -7.8295053, 110.7450728 -7.8118186, 110.7162337 -7.7927705, 110.7148604 -7.8090975, 110.6928877 -7.8090975, 110.6736617 -7.8036552, 110.6722884 -7.7859674, 110.6585555 -7.8077369, 110.6503157 -7.7982129, 110.6173567 -7.8077369, 110.6022505 -7.7982129, 110.6022505 -7.8131791, 110.576158 -7.8063764, 110.5871443 -7.7927705, 110.5610518 -7.7832461, 110.5555586 -7.7995735, 110.5473189 -7.7900493, 110.5308394 -7.7982129, 110.5171065 -7.7832461, 110.5088667 -7.7723609, 110.4855208 -7.7710002, 110.4923872 -7.7410642, 110.4855208 -7.7138478, 110.467668 -7.6349103, 110.4690413 -7.6144931, 110.4635481 -7.5940749, 110.4594283 -7.5600424, 110.4456954 -7.5396216, 110.4141097 -7.5614038, 110.3907637 -7.5927137, 110.3440718 -7.6281047, 110.3028731 -7.6580487, 110.29326 -7.6689369, 110.274034 -7.7084043, 110.2589278 -7.6866296, 110.2685408 -7.6716589, 110.2630476 -7.6594097, 110.2644209 -7.6485213, 110.2534346 -7.6417159, 110.2383284 -7.6539656, 110.2163558 -7.6471602, 110.2026228 -7.6526045, 110.1930098 -7.6457991, 110.1737837 -7.6485213, 110.1573042 -7.6457991, 110.1435713 -7.6444381, 110.1188521 -7.6689369, 110.1408247 -7.6907125, 110.1298384 -7.6975171, 110.1353316 -7.7206521, 110.1284651 -7.7465073, 110.1119856 -7.7764429, 110.0955061 -7.7832461, 110.0831465 -7.8050158, 110.0625472 -7.8131791, 110.0584273 -7.8335868, 110.0529341 -7.8471913, 110.0405745 -7.8580746, 110.0446944 -7.8716783, 110.0295882 -7.8893625, 110.0186018 -7.8961639))",Polygon DIY
,
