WKT,nama,deskripsi
"POLYGON ((106.8507834 -6.2335876, 106.8509121 -6.2343129, 106.85147 -6.2349528, 106.8520708 -6.2353794, 106.8524141 -6.2360194, 106.8523283 -6.2369152, 106.8522425 -6.2377685, 106.8521566 -6.238451, 106.8518992 -6.2397309, 106.8518992 -6.2405841, 106.8524571 -6.241608, 106.8529291 -6.2420346, 106.8533154 -6.2419493, 106.853487 -6.2415653, 106.8531866 -6.241224, 106.8528004 -6.2405414, 106.8526287 -6.2397309, 106.8529291 -6.2387923, 106.8534441 -6.2381098, 106.8535729 -6.2371286, 106.8534441 -6.236318, 106.8535729 -6.2355927, 106.853015 -6.2348675, 106.8526287 -6.2342702, 106.8522854 -6.233673, 106.8515558 -6.2336303, 106.8507834 -6.2335876))",Tebet eco park
,
