WKT,nama,deskripsi
"POLYGON ((106.8017941 -6.2135347, 106.8005066 -6.2139613, 106.799305 -6.214388, 106.7978459 -6.214388, 106.7961292 -6.2152412, 106.7958718 -6.2162652, 106.7964726 -6.2181423, 106.79776 -6.2185689, 106.7979317 -6.2200195, 106.7994766 -6.2211287, 106.8017082 -6.2220673, 106.8029957 -6.2224939, 106.8042832 -6.2227499, 106.8055706 -6.2218966, 106.8069439 -6.2211287, 106.8082314 -6.2208727, 106.8081455 -6.2182276, 106.8077164 -6.2155825, 106.8063431 -6.2153266, 106.8061714 -6.214388, 106.8064289 -6.2128521, 106.805399 -6.2129374, 106.8036823 -6.2131081, 106.8017941 -6.2135347))",GBK,
