WKT,nama,deskripsi
"POLYGON ((106.8170923 -6.3034524, 106.8168348 -6.3040922, 106.8166202 -6.3046468, 106.8163627 -6.3052013, 106.8165344 -6.3062677, 106.8170065 -6.3068649, 106.816749 -6.3078033, 106.8160623 -6.3081872, 106.8158477 -6.3091256, 106.8157619 -6.3098081, 106.8164915 -6.3104906, 106.8176502 -6.3101493, 106.8175644 -6.3109598, 106.8176073 -6.3121968, 106.817736 -6.3133058, 106.8179935 -6.3148414, 106.8185085 -6.3154386, 106.8187231 -6.3161637, 106.8196672 -6.3170595, 106.8208688 -6.3172727, 106.8222421 -6.317358, 106.8232292 -6.3172727, 106.8246454 -6.3174433, 106.8249029 -6.3162064, 106.8249029 -6.3151826, 106.8244737 -6.3145855, 106.8250745 -6.3139456, 106.8252033 -6.3130925, 106.8255037 -6.3118982, 106.8252462 -6.3110451, 106.8263191 -6.3107465, 106.8264908 -6.3092962, 106.8255895 -6.3090403, 106.8241733 -6.3086137, 106.8240875 -6.3070355, 106.8236154 -6.306353, 106.8229288 -6.306353, 106.8219846 -6.3062677, 106.8206543 -6.3060971, 106.8207401 -6.3051586, 106.8211263 -6.3035377, 106.819796 -6.3035377, 106.818251 -6.3034951, 106.8170923 -6.3034524))",Ragunan,
