WKT,nama,deskripsi
"POLYGON ((106.8236809 -6.1711258, 106.8233376 -6.1725764, 106.8231659 -6.1735151, 106.8233376 -6.1742831, 106.8230801 -6.1754777, 106.8233376 -6.1771844, 106.8231659 -6.1782937, 106.8234234 -6.179915, 106.8247967 -6.1800003, 106.8263417 -6.179915, 106.8292599 -6.1797443, 106.8304615 -6.1794884, 106.830719 -6.1788057, 106.8302899 -6.1782084, 106.8299465 -6.1772697, 106.8300324 -6.1759044, 106.8298607 -6.1733444, 106.8290882 -6.1729177, 106.8292599 -6.1712964, 106.8278008 -6.1712111, 106.825655 -6.1712111, 106.8236809 -6.1711258))",Monas,
