WKT,nama,deskripsi
"POLYGON ((106.8796245 -6.3012287, 106.8797104 -6.3020819, 106.8808262 -6.302679, 106.8821565 -6.302679, 106.8832294 -6.3027217, 106.8835298 -6.304044, 106.884474 -6.3043, 106.8861047 -6.3043, 106.8886797 -6.3042147, 106.8907396 -6.304172, 106.8922846 -6.304044, 106.8947736 -6.3042573, 106.8969623 -6.304172, 106.8985073 -6.3041293, 106.8995373 -6.3031056, 106.8995373 -6.3024231, 106.8994943 -6.3013994, 106.8993227 -6.3007595, 106.8991939 -6.2995651, 106.8984644 -6.2988826, 106.8972627 -6.2991812, 106.8961469 -6.29884, 106.8953745 -6.298712, 106.8940012 -6.2985414, 106.892585 -6.2985414, 106.8911258 -6.2984134, 106.8903534 -6.2983281, 106.889023 -6.2983281, 106.8877784 -6.2983708, 106.8868772 -6.2984561, 106.8863622 -6.2986267, 106.8855468 -6.298712, 106.8846027 -6.29884, 106.8837015 -6.2990106, 106.8828861 -6.2990106, 106.8820278 -6.298968, 106.8809978 -6.2989253, 106.8803112 -6.298968, 106.8797962 -6.2991812, 106.8795387 -6.2996931, 106.8794958 -6.2999917, 106.8794958 -6.3004609, 106.8795816 -6.3008448, 106.8796245 -6.3012287))",TMII,
